trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
179,False,"{'a': 0.5, 'e': 0.1686381472685955}",25,9,28.256587395378524,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.1669601696670407}",25,8,28.887932587649814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,13,11.600283751965042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16365413680270405}",25,0,25.766071674070187,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,5,-1.6580220963581285,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,13,13.801289165984038,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15881742610692068}",25,12,14.554921558054911,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1572371663136276}",25,9,-13.321014488901122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,19,10.509575540371873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,2,1.0169754637817787,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,1,-11.030210403441878,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,1,14.119619429806551,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,5,27.112510861547864,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14808038659546244}",30,15,7.56878281321606,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,13,1.8392487916499753,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,11,-51.18195671438735,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.14370394977770293}",20,12,2.9917966571821073,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.1422740715865136}",30,16,27.39899089784995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.140858420921045}",20,14,5.264680308800568,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,13,21.608053391658444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,1,16.195537069904205,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,18,-29.26175898120155,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.1353352832366127}",35,21,24.802598722489485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13398867466880493}",30,22,16.111036105586845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13265546508012172}",25,18,10.127552313087921,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.13133552114849303}",25,11,26.25462584000606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1300287108784259}",25,14,-21.567775690970965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.12873490358780423}",25,10,5.5042105869583615,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,18,11.957663029300207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,12,14.676942757569583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,20,9.177418968978145,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,11,13.740126991219771,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,9,5.493339628915382,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12123796643338168}",25,0,30.974974351734794,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,5,-0.04566522313323684,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,14,11.045188200143935,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11765484302177918}",25,2,-2.6901531438069846,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,8,23.820736053572723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,0,-10.081823546136418,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.1141776169108365}",25,10,29.141773931192898,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,2,27.869739027074594,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,12,14.183472744639646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,20,10.820406745403394,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10970064851551141}",20,6,-2.9314758008673123,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10860910882495796}",30,16,9.656984874736045,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,10,19.408692462416408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.1064585043792528}",30,16,15.897241985981246,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,16,5.722315397466838,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.104350484754765}",30,12,-5.334061655846418,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,13,16.180621799421473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,16,18.381339143822405,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,3,27.97758369281432,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.1002588437228037}",25,9,21.472922448620725,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09926125155964566}",20,15,9.829993751762792,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09827358560436154}",35,8,35.22019054557998,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09729574708953276}",25,15,20.356395259756514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,11,18.358138999520197,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09536916221554961}",25,11,-20.367516626191236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.5, 'e': 0.09442022319630235}",30,8,41.73191541968556,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,0,33.60877893976824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,11,14.962071829242207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09162968387750484}",25,5,-8.732641774615415,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.09071795328941251}",25,12,26.459026789190318,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,11,14.191529454456202,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08892161745938634}",20,16,9.773143249245226,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08803683258237255}",30,22,14.654756960135915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0871608514619813}",30,17,23.032228828647774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0862935864993705}",25,11,23.603689949870766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08543495096732123}",20,13,1.7526598009251413,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,13,16.90380105418558,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,3,32.60133084141199,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08290996657517266}",30,19,22.76262285268558,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,13,9.799287938345588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08126823924089167}",25,17,14.62429935650048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,12,13.626846775294347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07965902028589801}",25,13,23.215583055271715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07886639979067495}",20,13,14.13350731168487,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07808166600115313}",20,16,6.321543146102703,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,9,11.97586766661437,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,12,13.279871838838229,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,2,-97.91282316323172,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 3}",1
260,False,"{'a': 0.5, 'e': 0.07502004008532698}",20,13,4.996044182334719,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07427357821433388}",25,17,14.923171922230283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.0735345437630571}",25,17,15.812542991597685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07280286282743559}",25,15,18.467252492134776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,13,13.37298798772669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.07136126955638605}",30,16,22.368208263385107,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.0706512130604296}",30,18,10.127615092783579,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,10,18.784475454437747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.069252225309346}",25,11,19.63814746854418,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06856315415427791}",25,12,26.888862125449993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,8,21.67436303083336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06720551273974976}",30,24,12.393647820788361,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06653680671501686}",25,10,27.670806182833417,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06587475442640295}",25,8,30.68824310360054,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06521928966812753}",20,7,20.914949579440425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,15,17.95059597319901,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,17,16.43134300799599,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,10,5.104546679547792,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06266200474215315}",25,11,19.677793601281703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06203850737735829}",30,16,24.261183711045888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,16,7.236573433684367,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,18,13.449056927372268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.06020499239237354}",20,9,21.174429163745952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05960594270893937}",20,7,23.815117040816595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05901285366944784}",25,17,17.047076660347944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,0,25.849085187754305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.057844320874838456}",30,16,21.930994797074515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05726876026546736}",30,14,28.04610958756943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.0566989265798469}",25,11,26.466739462366796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,16,9.367314956827478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05557621261148306}",25,13,25.804986088000753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05502322005640723}",20,14,11.170154054616868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05447572986918986}",20,13,12.002945267788087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05393368730035602}",30,21,19.685691819115704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.053397038145197084}",20,9,8.667446332193972,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05286572873835037}",25,6,39.43998319549819,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,8,20.13755044833006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05181891717272583}",20,8,-23.72226436163952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.05130331033191911}",20,12,3.526217539530692,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,16,6.6658079934939485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,15,17.598258498799034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.049787068367863944}",25,14,17.115814555779252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,15,15.437797772555292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,22,17.623236482607496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,18,11.709453397593755,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,21,17.93637329544983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,17.20502288824456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,22,17.138038558944842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,16,24.217137075957368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,7.39350639483605,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,18,14.807826217218564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,8,35.807424970314166,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,11,25.93178788916851,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,4,29.389946563010934,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,16,17.01964548414999,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,15,10.117329995017442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,15,10.98579865785629,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,8,21.78025253272253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",35,6,48.50736236317726,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,14.500642247795408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,19,20.11329906251378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,2,31.621996560102108,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,16,25.91185767920817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,8,29.627860108389083,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,9,18.579629566885647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",35,25,19.798956523202776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,9,21.870462239522293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,20,19.81262116315405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",30,16,27.56481389824373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,14,18.981282474833158,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,14,12.790193018426967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,17,15.335198074181873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,10,18.059076988119426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,6,23.9386184414707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,16,13.595419565301501,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",30,20,22.154095942324396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,9,18.34549187838349,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,11,17.817013520418456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,19,11.139755261836934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,4,38.45944592001563,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,13,10.251724486013266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,10,14.575631378292826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,12,29.510707064127295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",30,20,19.754791235115576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",30,16,24.766406991223185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",30,10,35.95067770115283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,14,13.12460302244991,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,9,20.3061313853894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",30,17,24.51070839961256,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,13,24.50306471075048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,11,16.551626189309896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",25,16,19.181868178468882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
